1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.283185307179586232e+00
1.499997406988808235e+00,6.283192548247015438e-03,-5.186018954862156929e-03,6.283207030395677073e+00
1.499989627975805151e+00,1.256642854309407767e-02,-1.037199676522613905e-02,6.283272200547548536e+00
1.499976663022707823e+00,1.884975143214843996e-02,-1.555789228521317277e-02,6.283380819146014318e+00
1.499958512232380858e+00,2.513320466503179279e-02,-2.074366436618322804e-02,6.283532888709143727e+00
1.499935175748839278e+00,3.141683169438754669e-02,-2.592927185535420787e-02,6.283728412762333626e+00
1.499906653757253405e+00,3.770067597688821909e-02,-3.111467359442093503e-02,6.283967395838406134e+00
1.499872946483955305e+00,4.398478097424290967e-02,-3.629982841817387673e-02,6.284249843477736519e+00
1.499834054196446553e+00,5.026919015420493186e-02,-4.148469515311752065e-02,6.284575762228409523e+00
1.499789977203406455e+00,5.655394699157962474e-02,-4.666923261608830337e-02,6.284945159646400548e+00
1.499740715854703144e+00,6.283909496923233140e-02,-5.185339961287210864e-02,6.285358044295790592e+00
1.499686270541404909e+00,6.912467757909661337e-02,-5.703715493682119664e-02,6.285814425749005174e+00
1.499626641695793738e+00,7.541073832318276327e-02,-6.222045736747049138e-02,6.286314314587082563e+00
1.499561829791379530e+00,8.169732071458651879e-02,-6.740326566915319506e-02,6.286857722399970427e+00
1.499491835342915635e+00,8.798446827849816521e-02,-7.258553858961566685e-02,6.287444661786850908e+00
1.499416658906417066e+00,9.427222455321193628e-02,-7.776723485863142049e-02,6.288075146356494116e+00
1.499336301079178480e+00,1.005606330911357760e-01,-8.294831318661428921e-02,6.288749190727637384e+00
1.499250762499794165e+00,1.068497374598015304e-01,-8.812873226323056364e-02,6.289466810529395602e+00
1.499160043848179802e+00,1.131395812428755282e-01,-9.330845075601014449e-02,6.290228022401699981e+00
1.499064145845595108e+00,1.194302080411696332e-01,-9.848742730895658493e-02,6.291032843995759016e+00
1.498963069254668490e+00,1.257216614736527405e-01,-1.036656205411559256e-01,6.291881293974555867e+00
1.498856814879421906e+00,1.320139851784628560e-01,-1.088429890453843224e-01,6.292773392013367051e+00
1.498745383565298406e+00,1.383072228139196336e-01,-1.140194913867143833e-01,6.293709158800313119e+00
1.498628776199190549e+00,1.446014180595374954e-01,-1.191950861011200347e-01,6.294688616036933304e+00
1.498506993709469715e+00,1.508966146170393485e-01,-1.243697316940800685e-01,6.295711786438793034e+00
1.498380037066018078e+00,1.571928562113709960e-01,-1.295433866391800526e-01,6.296778693736113652e+00
1.498247907280260360e+00,1.634901865917160191e-01,-1.347160093767127420e-01,6.297889362674435887e+00
1.498110605405198248e+00,1.697886495325114931e-01,-1.398875583122767829e-01,6.299043819015305523e+00
1.497968132535446140e+00,1.760882888344643404e-01,-1.450579918153736825e-01,6.300242089536988388e+00
1.497820489807267341e+00,1.823891483255684065e-01,-1.502272682180030572e-01,6.301484202035216420e+00
1.497667678398612257e+00,1.886912718621223672e-01,-1.553953458132559251e-01,6.302770185323955943e+00
1.497509699529158578e+00,1.949947033297482479e-01,-1.605621828539061380e-01,6.304100069236207027e+00
1.497346554460351920e+00,2.012994866444109965e-01,-1.657277375509997319e-01,6.305473884624828607e+00
1.497178244495448007e+00,2.076056657534386396e-01,-1.708919680724422796e-01,6.306891663363391132e+00
1.497004770979557309e+00,2.139132846365435492e-01,-1.760548325415840776e-01,6.308353438347056752e+00
1.496826135299689442e+00,2.202223873068444304e-01,-1.812162890358031131e-01,6.309859243493488812e+00
1.496642338884800250e+00,2.265330178118892535e-01,-1.863762955850857272e-01,6.311409113743783550e+00
1.496453383205839982e+00,2.328452202346792121e-01,-1.915348101706049744e-01,6.313003085063433772e+00
1.496259269775802814e+00,2.391590386946936264e-01,-1.966917907232965668e-01,6.314641194443315619e+00
1.496060000149777469e+00,2.454745173489157606e-01,-2.018471951224322103e-01,6.316323479900705529e+00
1.495855575924999847e+00,2.517917003928598629e-01,-2.070009811941905808e-01,6.318049980480322070e+00
1.495645998740906979e+00,2.581106320615989547e-01,-2.121531067102254697e-01,6.319820736255395310e+00
1.495431270279192093e+00,2.644313566307941454e-01,-2.173035293862313755e-01,6.321635788328761940e+00
1.495211392263861239e+00,2.707539184177245040e-01,-2.224522068805062092e-01,6.323495178833987929e+00
1.494986366461291238e+00,2.770783617823185940e-01,-2.275990967925112796e-01,6.325398950936516052e+00
1.494756194680289862e+00,2.834047311281868708e-01,-2.327441566614282809e-01,6.327347148834843615e+00
1.494520878772156225e+00,2.897330709036551877e-01,-2.378873439647133103e-01,6.329339817761721498e+00
1.494280420630743622e+00,2.960634256027999123e-01,-2.430286161166479164e-01,6.331377003985382501e+00
1.494034822192522816e+00,3.023958397664838760e-01,-2.481679304668868713e-01,6.333458754810794566e+00
1.493784085436648423e+00,3.087303579833937661e-01,-2.533052442990029185e-01,6.335585118580940645e+00
1.493528212385024867e+00,3.150670248910787952e-01,-2.584405148290280785e-01,6.337756144678124315e+00
1.493267205102374762e+00,3.214058851769907021e-01,-2.635736992039919291e-01,6.339971883525300278e+00
1.493001065696309082e+00,3.277469835795250863e-01,-2.687047545004561111e-01,6.342232386587430604e+00
1.492729796317397772e+00,3.340903648890640176e-01,-2.738336377230455865e-01,6.344537706372867625e+00
1.492453399159243022e+00,3.404360739490203125e-01,-2.789603058029763161e-01,6.346887896434762588e+00
1.492171876458552982e+00,3.467841556568828643e-01,-2.840847155965793291e-01,6.349283011372494734e+00
1.491885230495217707e+00,3.531346549652636391e-01,-2.892068238838210181e-01,6.351723106833133237e+00
1.491593463592385982e+00,3.594876168829461704e-01,-2.943265873668198251e-01,6.354208239512917800e+00
1.491296578116543703e+00,3.658430864759354972e-01,-2.994439626683589872e-01,6.356738467158765893e+00
1.490994576477594702e+00,3.722011088685094338e-01,-3.045589063303955069e-01,6.359313848569805749e+00
1.490687461128941793e+00,3.785617292442717829e-01,-3.096713748125650145e-01,6.361934443598933342e+00
1.490375234567570040e+00,3.849249928472067150e-01,-3.147813244906826902e-01,6.364600313154393341e+00
1.490057899334130687e+00,3.912909449827350339e-01,-3.198887116552399656e-01,6.367311519201383163e+00
1.489735458013028424e+00,3.976596310187718863e-01,-3.249934925098973415e-01,6.370068124763684558e+00
1.489407913232507985e+00,4.040310963867861926e-01,-3.300956231699724852e-01,6.372870193925314730e+00
1.489075267664743851e+00,4.104053865828616310e-01,-3.351950596609244437e-01,6.375717791832204107e+00
1.488737524025930181e+00,4.167825471687595096e-01,-3.402917579168332485e-01,6.378610984693898089e+00
1.488394685076373847e+00,4.231626237729833040e-01,-3.453856737788750797e-01,6.381549839785279232e+00
1.488046753620587248e+00,4.295456620918446378e-01,-3.504767629937928786e-01,6.384534425448314288e+00
1.487693732507384015e+00,4.359317078905314280e-01,-3.555649812123625186e-01,6.387564811093826123e+00
1.487335624629975817e+00,4.423208070041775852e-01,-3.606502839878539812e-01,6.390641067203284287e+00
1.486972432926070287e+00,4.487130053389346007e-01,-3.657326267744882564e-01,6.393763265330621337e+00
1.486604160377970940e+00,4.551083488730448545e-01,-3.708119649258888040e-01,6.396931478104072255e+00
1.486230810012678649e+00,4.615068836579169220e-01,-3.758882536935287955e-01,6.400145779228032517e+00
1.485852384901994672e+00,4.679086558192025458e-01,-3.809614482251728051e-01,6.403406243484940141e+00
1.485468888162625012e+00,4.743137115578758833e-01,-3.860315035633139491e-01,6.406712946737180836e+00
1.485080322956286114e+00,4.807220971513140872e-01,-3.910983746436055841e-01,6.410065965929013565e+00
1.484686692489813442e+00,4.871338589543804387e-01,-3.961620162932878997e-01,6.413465379088515661e+00
1.484288000015269615e+00,4.935490434005089244e-01,-4.012223832296095138e-01,6.416911265329551917e+00
1.483884248830055652e+00,4.999676970027912004e-01,-4.062794300582433515e-01,6.420403704853763216e+00
1.483475442277023548e+00,5.063898663550652213e-01,-4.113331112716974713e-01,6.423942778952574706e+00
1.483061583744590184e+00,5.128155981330062563e-01,-4.163833812477201746e-01,6.427528570009227948e+00
1.482642676666852344e+00,5.192449390952192934e-01,-4.214301942476998963e-01,6.431161161500829060e+00
1.482218724523704401e+00,5.256779360843345517e-01,-4.264735044150591015e-01,6.434840638000418167e+00
1.481789730840957109e+00,5.321146360281038268e-01,-4.315132657736428512e-01,6.438567085179058402e+00
1.481355699190457731e+00,5.385550859405000557e-01,-4.365494322261014304e-01,6.442340589807947104e+00
1.480916633190212162e+00,5.449993329228182137e-01,-4.415819575522672014e-01,6.446161239760540340e+00
1.480472536504508607e+00,5.514474241647788766e-01,-4.466107954075256292e-01,6.450029124014700521e+00
1.480023412844042818e+00,5.578994069456335581e-01,-4.516358993211802009e-01,6.453944332654861782e+00
1.479569265966044878e+00,5.643553286352722687e-01,-4.566572226948114599e-01,6.457906956874212234e+00
1.479110099674407763e+00,5.708152366953337387e-01,-4.616747188006299907e-01,6.461917088976895762e+00
1.478645917819817690e+00,5.772791786803169733e-01,-4.666883407798229633e-01,6.465974822380229803e+00
1.478176724299886002e+00,5.837472022386959170e-01,-4.716980416408946275e-01,6.470080251616940004e+00
1.477702523059282402e+00,5.902193551140360039e-01,-4.767037742580005899e-01,6.474233472337415307e+00
1.477223318089870396e+00,5.966956851461127087e-01,-4.817054913692754292e-01,6.478434581311974583e+00
1.476739113430844075e+00,6.031762402720327598e-01,-4.867031455751540392e-01,6.482683676433153686e+00
1.476249913168866668e+00,6.096610685273575747e-01,-4.916966893366864766e-01,6.486980856718004951e+00
1.475755721438210655e+00,6.161502180472286927e-01,-4.966860749738459813e-01,6.491326222310416227e+00
1.475256542420899875e+00,6.226437370674959837e-01,-5.016712546638305570e-01,6.495719874483440570e+00
1.474752380346852965e+00,6.291416739258479662e-01,-5.066521804393577799e-01,6.500161915641645471e+00
1.474243239494028801e+00,6.356440770629444570e-01,-5.116288041869527792e-01,6.504652449323470087e+00
1.473729124188573714e+00,6.421509950235516628e-01,-5.166010776452290010e-01,6.509191580203604666e+00
1.473210038804970035e+00,6.486624764576794933e-01,-5.215689524031627000e-01,6.513779414095376197e+00
1.472685987766186644e+00,6.551785701217216484e-01,-5.265323798983597703e-01,6.518416057953151821e+00
1.472156975543831070e+00,6.616993248795977056e-01,-5.314913114153158036e-01,6.523101619874752899e+00
1.471623006658303812e+00,6.682247897038976481e-01,-5.364456980836689315e-01,6.527836209103882403e+00
1.471084085678953768e+00,6.747550136770292806e-01,-5.413954908764454510e-01,6.532619936032562968e+00
1.470540217224236113e+00,6.812900459923675323e-01,-5.463406406082979005e-01,6.537452912203589150e+00
1.469991405961870834e+00,6.878299359554065351e-01,-5.512810979337361417e-01,6.542335250312987682e+00
1.469437656609004828e+00,6.943747329849141448e-01,-5.562168133453507801e-01,6.547267064212490162e+00
1.468878973932373544e+00,7.009244866140887931e-01,-5.611477371720291485e-01,6.552248468912013735e+00
1.468315362748466191e+00,7.074792464917190049e-01,-5.660738195771635173e-01,6.557279580582155987e+00
1.467746827923692488e+00,7.140390623833452466e-01,-5.709950105568519785e-01,6.562360516556692502e+00
1.467173374374550088e+00,7.206039841724243278e-01,-5.759112599380911135e-01,6.567491395335088633e+00
1.466595007067795109e+00,7.271740618614965790e-01,-5.808225173769616667e-01,6.572672336585016595e+00
1.466011731020613995e+00,7.337493455733550274e-01,-5.857287323568054482e-01,6.577903461144879671e+00
1.465423551300796490e+00,7.403298855522175703e-01,-5.906298541863947982e-01,6.583184891026346186e+00
1.464830473026911939e+00,7.469157321649014802e-01,-5.955258319980941684e-01,6.588516749416887031e+00
1.464232501368486261e+00,7.535069359020003521e-01,-6.004166147460133773e-01,6.593899160682321181e+00
1.463629641546181137e+00,7.601035473790640484e-01,-6.053021512041525387e-01,6.599332250369364772e+00
1.463021898831975198e+00,7.667056173377804207e-01,-6.101823899645395510e-01,6.604816145208187272e+00
1.462409278549346547e+00,7.733131966471604724e-01,-6.150572794353583728e-01,6.610350973114969442e+00
1.461791786073458166e+00,7.799263363047254094e-01,-6.199267678390696368e-01,6.615936863194465722e+00
1.461169426831343765e+00,7.865450874376964663e-01,-6.247908032105226050e-01,6.621573945742570189e+00
1.460542206302097190e+00,7.931695013041875075e-01,-6.296493333950586857e-01,6.627262352248886046e+00
1.459910130017062491e+00,7.997996292943998498e-01,-6.345023060466062903e-01,6.633002215399291579e+00
1.459273203560025989e+00,8.064355229318198592e-01,-6.393496686257674755e-01,6.638793669078514093e+00
1.458631432567411235e+00,8.130772338744193251e-01,-6.441913683978953697e-01,6.644636848372700300e+00
1.457984822728474406e+00,8.197248139158578306e-01,-6.490273524311633846e-01,6.650531889571984046e+00
1.457333379785503258e+00,8.263783149866881228e-01,-6.538575675946253218e-01,6.656478930173059361e+00
1.456677109534016967e+00,8.330377891555640346e-01,-6.586819605562665991e-01,6.662478108881745520e+00
1.456016017822967523e+00,8.397032886304508503e-01,-6.635004777810467047e-01,6.668529565615554766e+00
1.455350110554944898e+00,8.463748657598383351e-01,-6.683130655289328814e-01,6.674633441506252041e+00
1.454679393686381994e+00,8.530525730339560964e-01,-6.731196698529239297e-01,6.680789878902413825e+00
1.454003873227763366e+00,8.597364630859919421e-01,-6.779202365970661281e-01,6.686999021371982543e+00
1.453323555243834608e+00,8.664265886933121275e-01,-6.827147113944586065e-01,6.693261013704811191e+00
1.452638445853814408e+00,8.731230027786850423e-01,-6.875030396652508369e-01,6.699576001915207968e+00
1.451948551231608819e+00,8.798257584115065644e-01,-6.922851666146297989e-01,6.705944133244469363e+00
1.451253877606027087e+00,8.865349088090282992e-01,-6.970610372307980418e-01,6.712365556163403468e+00
1.450554431260999477e+00,8.932505073375885951e-01,-7.018305962829428646e-01,6.718840420374850630e+00
1.449850218535797541e+00,8.999726075138456682e-01,-7.065937883191952817e-01,6.725368876816189001e+00
1.449141245825255719e+00,9.067012630060135026e-01,-7.113505576645798856e-01,6.731951077661832095e+00
1.448427519579996270e+00,9.134365276350998597e-01,-7.161008484189549383e-01,6.738587176325712136e+00
1.447709046306654868e+00,9.201784553761473973e-01,-7.208446044549428056e-01,6.745277327463753636e+00
1.446985832568109087e+00,9.269271003594766745e-01,-7.255817694158510633e-01,6.752021686976333648e+00
1.446257884983708442e+00,9.336825168719318224e-01,-7.303122867135829477e-01,6.758820412010725143e+00
1.445525210229507529e+00,9.404447593581287679e-01,-7.350360995265391439e-01,6.765673660963525293e+00
1.444787815038500067e+00,9.472138824217056774e-01,-7.397531507975086962e-01,6.772581593483069540e+00
1.444045706200855594e+00,9.539899408265759551e-01,-7.444633832315507016e-01,6.779544370471827897e+00
1.443298890564158388e+00,9.607729894981834606e-01,-7.491667392938653469e-01,6.786562154088779053e+00
